phylum	class	order	family	genus	species
Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus	Aeribacillus pallidus
Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidoterrestris
Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus shizuokensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Allobacillus	Allobacillus sp. SKP2-8
Firmicutes	Bacilli	Bacillales	Bacillaceae	Allobacillus	Allobacillus sp. SKP4-8
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus	Ammoniphilus sp. YIM 78166
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus aneurinilyticus
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus danicus
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus migulanus
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus sp. XH2
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus terranovensis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus thermoaerophilus
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus tyrosinisolvens
Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquibacillus	Aquibacillus sp. TKL69
Firmicutes	Bacilli	Bacillales	Bacillaceae		Bacillaceae bacterium SAOS 7
Firmicutes	Bacilli	Bacillales	Bacillaceae		Bacillaceae bacterium SAS-127
Firmicutes	Bacilli	Bacillales			Bacillales bacterium
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus abyssalis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus acanthi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus acidiproducens
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus andreraoultii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus atrophaeus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus azotoformans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus badius
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus camelliae
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus canaveralius
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus caseinilyticus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cavernae
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cecembensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cihuensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus circulans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus clausii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus dakarensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus farraginis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus firmus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus foraminis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus ginsengihumi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus glycinifermentans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halosaccharovorans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus haynesii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus horneckiae
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus humi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus koreensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus korlensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus kwashiorkori
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus kyonggiensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus lentus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus litoralis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus loiseleuriae
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus luciferensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus manliponensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mannanilyticus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus massiliogabonensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus massilionigeriensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus massiliosenegalensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mediterraneensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mycoides
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nakamurai
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus ndiopicus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nealsonii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus niameyensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus nitratireducens
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus oceanisediminis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus okhensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus paralicheniformis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus patagoniensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus praedii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudofirmus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus rubiinfantis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus siamensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sinesaloumensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus siralis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus smithii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus solani
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus solimangrovi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus solisilvae
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. (in: Bacteria)
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 123MFChir2
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 2_A_57_CT2
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 7586-K
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AFS040349
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AY18-3
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. B14905
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. BK450
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. BSC154
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. DE0587
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. DSL-17
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. EAC
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-14578
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-18019
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-21945
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-22090
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-27231
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-27264
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-29937
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-42315
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-42376
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-45350
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-45385
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-46582
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HNG
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. J33
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. J37
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JCM 19041
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JCM 19047
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JFL15
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. LLTC93
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. M5HDSG1-1
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. M6-12
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MSP13
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. NMCN6
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. NMTD17
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Nf3
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. OG2
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. OV186
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. P16(2019)
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. PK3_68
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SJS
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SLBN-174
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SN10
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SYSU K30001
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. T33-2
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. TE3
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. TH007
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. UMB0899
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. V3-13
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. V44-8
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. V47-23a
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. V5-8f
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. XXST-01
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Y1
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sporothermodurans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus stratosphericus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus swezeyi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus tequilensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermoamylovorans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus timonensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus toyonensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus trypoxylicola
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus tuaregi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wiedmannii
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wudalianchiensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus xiamenensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus zeae
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus borstelensis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus choshinensis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fluminis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus formosus
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus gelatini
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus nitrificans
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus parabrevis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus reuszeri
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp.
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. BC25
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. CF112
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. CFH S0501
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. NRRL NRS-603
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. SKDU10
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. TGS2-1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus sp. 1XD8-22
Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus debilis
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	Caloramator quimbayensis
Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Caryophanon latum
Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Caryophanon tenue
Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	Cerasibacillus quisquiliarum
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Citricoccus	Citricoccus massiliensis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. 18JY8-7
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. CC-MHH1044
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. SGD-V74
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium sp. PCE1
Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus enclensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus epiphyticus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus indicus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus iocasae
Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus	Domibacillus robiginosus
Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus	Effusibacillus lacus
Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus	Effusibacillus pohliae
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium alkaliphilum
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium antarcticum
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium aurantiacum
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium enclense
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium marinum
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium mexicanum
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium oxidotolerans
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sibiricum
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp.
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. B203-G5 25_7
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. HF60
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. HVEsp1
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. KRL4
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. RIT594
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. S17
Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sp. SH4S7
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Fontibacillus	Fontibacillus panacisegetis
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Fontibacillus	Fontibacillus phaseoli
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Gorillibacterium	Gorillibacterium massiliense
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Gorillibacterium	Gorillibacterium timonense
Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus dipsosauri
Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus ureilyticus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus halodurans
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus sp. Marseille-P4043
Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria costaricensis
Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus acetophenoni
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus composti
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus endophyticus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus jejuensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus macroides
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus manganicus
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus massiliensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus meyeri
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus parviboronicapiens
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus saudimassiliensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sinduriensis
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sp.
